"code_ogr","libelle_appellation_long","libelle_appellation_court","code_rome","transition_eco","transition_num","transition_demo","emploi_reglemente","emploi_cadre","classification","origine","code_rome_parent","peu_usite"
"15005","Exploitant / Exploitante des systèmes de guerre électronique","Exploitant / Exploitante des systèmes de guerre électronique","M1807","Emploi Blanc","","","","","SYNONYME","","M1807","N"
"15006","Exploitant / Exploitante des télécommunications","Exploitant / Exploitante des télécommunications","M1807","Emploi Blanc","","","","","SYNONYME","","M1807","N"
"15007","Exploitant / Exploitante d'hôtel","Exploitant / Exploitante d'hôtel","G1411","Emploi Blanc","","","","O","SYNONYME","","G1402","N"
"15008","Exploitant directeur / Exploitante directrice de golf","Exploitant directeur / Exploitante directrice de golf","G1406","Emploi Blanc","","","","O","SYNONYME","","G1403","N"
"15009","Exploitant / Exploitante faisceaux hertziens","Exploitant / Exploitante faisceaux hertziens","M1807","Emploi Blanc","","","","","SYNONYME","","M1807","N"
"15010","Exploitant forestier / Exploitante forestière","Exploitant forestier / Exploitante forestière","A1205","Emploi stratégique pour la Transition écologique","","","","","SYNONYME","","A1205","N"
"15011","Exploitant / Exploitante informatique","Exploitant / Exploitante informatique","M1810","Emploi Blanc","O","","","","SYNONYME","","M1810","N"
"15012","Exploitant / Exploitante jour transport routier de marchandises","Exploitant(e) jour transport routier de marchandises","N4203","Emploi Blanc","","","","","SYNONYME","","N4203","N"
"15013","Exploitant / Exploitante nuit transport routier de marchandises","Exploitant(e) nuit transport routier de marchandises","N4203","Emploi Blanc","","","","","SYNONYME","","N4203","N"
"15015","Exploitant / Exploitante système d'information et de communication aux armées","Exploitant(e) de systèmes d'info et de com aux armées","M1807","Emploi Blanc","","","","","SYNONYME","","M1807","N"
"15016","Exploitant / Exploitante système composante projetable","Exploitant / Exploitante système composante projetable","M1807","Emploi Blanc","","","","","SYNONYME","","M1807","N"
"15017","Exploitant / Exploitante transmissions","Exploitant / Exploitante transmissions","M1807","Emploi Blanc","","","","","SYNONYME","","M1807","N"
"15018","Exploitant / Exploitante transport routier de marchandises","Exploitant / Exploitante transport routier de marchandises","N4203","Emploi Blanc","","","","","SYNONYME","","N4203","N"
"15019","Extirpeur / Extirpeuse de fil","Extirpeur / Extirpeuse de fil","H2413","Emploi Blanc","","","","","SYNONYME","","H2413","N"
"15020","Extracteur / Extractrice de roches","Extracteur / Extractrice de roches","F1402","Emploi Brun","","","","","PRINCIPALE","","F1402","N"
"15021","Extrudeur / Extrudeuse en caoutchouc et matières plastiques","Extrudeur / Extrudeuse en caoutchouc et matières plastiques","H3201","Emploi stratégique pour la Transition écologique","","","","","SYNONYME","","H3201","N"
"15022","Fabricant / Fabricante d'accordéons","Fabricant / Fabricante d'accordéons","B1501","Emploi Blanc","","","","","SYNONYME","","B1501","N"
"15023","Fabricant / Fabricante d'anches","Fabricant / Fabricante d'anches","B1503","Emploi Blanc","","","","","SYNONYME","","B1501","N"
"15024","Fabricant / Fabricante de chaussures sur mesure","Fabricant / Fabricante de chaussures sur mesure","B1802","Emploi Blanc","","","","","SYNONYME","","B1802","N"
"15025","Fabricant / Fabricante de jouets en bois","Fabricant / Fabricante de jouets en bois","H2208","Emploi stratégique pour la Transition écologique","","","","","SYNONYME","","H2208","N"
"15026","Fabricant / Fabricante de percussions","Fabricant / Fabricante de percussions","B1504","Emploi Blanc","","","","","SYNONYME","","B1501","N"
"15027","Fabricant / Fabricante en industrie graphique","Fabricant / Fabricante en industrie graphique","E1308","Emploi Blanc","","","","","SYNONYME","","E1308","N"
"15028","Fabricant-affineur / Fabricante-affineuse de fromages","Fabricant-affineur / Fabricante-affineuse de fromages","A1412","Emploi Blanc","","","","","SYNONYME","","A1412","N"
"15029","Façadier / Façadière","Façadier / Façadière","F1611","Emploi stratégique pour la Transition écologique","","","","","SYNONYME","","F1611","N"
"15030","Façadier-bardeur / Façadière-bardeuse","Façadier-bardeur / Façadière-bardeuse","F1618","Emploi stratégique pour la Transition écologique","","","","","SYNONYME","","F1611","N"
"15031","Façadier-enduiseur / Façadière-enduiseuse","Façadier-enduiseur / Façadière-enduiseuse","F1611","Emploi stratégique pour la Transition écologique","","","","","SYNONYME","","F1611","N"
"15032","Façadier-peintre / Façadière-peintre","Façadier-peintre / Façadière-peintre","F1611","Emploi stratégique pour la Transition écologique","","","","","SYNONYME","","F1611","N"
"15033","Façadier-ravaleur / Façadière-ravaleuse","Façadier-ravaleur / Façadière-ravaleuse","F1611","Emploi stratégique pour la Transition écologique","","","","","SYNONYME","","F1611","N"
"15034","Façadier-sableur / Façadière-sableuse","Façadier-sableur / Façadière-sableuse","F1611","Emploi stratégique pour la Transition écologique","","","","","SYNONYME","","F1611","N"
"15035","Façonneur / Façonneuse de plans","Façonneur / Façonneuse de plans","E1307","Emploi Blanc","","","","","SYNONYME","","E1307","N"
"15036","Façonneur-assembleur-ferrailleur / Façonneuse-assembleuse-ferrailleuse","Façonneur(se)-assembleur(se)-ferrailleur(se)","F1701","Emploi stratégique pour la Transition écologique","","","","","SYNONYME","","F1701","N"
"15037","Façonnier / Façonnière de fleurs artificielles","Façonnier / Façonnière de fleurs artificielles","B1804","Emploi Blanc","","","","","SYNONYME","","B1804","N"
"15038","Façonnier / Façonnière de meubles en bois et matériaux associés","Façonnier(ère) de meubles en bois et matériaux associés","H2207","Emploi stratégique pour la Transition écologique","","","","","SYNONYME","","H2207","N"
"15039","Façonnier / Façonnière de vêtements en cuir sur mesure","Façonnier / Façonnière de vêtements en cuir sur mesure","B1813","Emploi Blanc","","","","","SYNONYME","","B1803","N"
"15040","Façonnier / Façonnière de vêtements sur mesure","Façonnier / Façonnière de vêtements sur mesure","B1813","Emploi Blanc","","","","","SYNONYME","","B1803","N"
"15041","Façonnier / Façonnière d'objets en verre","Façonnier / Façonnière d'objets en verre","B1602","Emploi Blanc","","","","","SYNONYME","","B1602","N"
"15042","Façonnier / Façonnière d'ouvrages décoratifs en bois et matériaux associés","Façonnier(ère) ouvrages décoratifs bois, matériaux associés","H2208","Emploi stratégique pour la Transition écologique","","","","","PRINCIPALE","","H2208","N"
"15043","Façonnier / Façonnière d'ouvrages en fils","Façonnier / Façonnière d'ouvrages en fils","B1804","Emploi Blanc","","","","","SYNONYME","","B1804","N"
"15044","Facteur / Factrice","Facteur / Factrice","M1603","Emploi Blanc","","","","","PRINCIPALE","","M1603","N"
"15045","Facteur / Factrice de clavecins","Facteur / Factrice de clavecins","B1501","Emploi Blanc","","","","","SYNONYME","","B1501","N"
"15046","Facteur / Factrice de harpes","Facteur / Factrice de harpes","B1505","Emploi Blanc","","","","","SYNONYME","","B1501","N"
"15047","Facteur / Factrice de percussions","Facteur / Factrice de percussions","B1504","Emploi Blanc","","","","","PRINCIPALE","","B1501","N"
"15048","Facteur / Factrice de pianos","Facteur / Factrice de pianos","B1501","Emploi Blanc","","","","","SYNONYME","","B1501","N"
"15049","Facteur / Factrice de secteur","Facteur / Factrice de secteur","M1603","Emploi Blanc","","","","","SYNONYME","","M1603","N"
"15050","Facteur / Factrice d'instruments à vent","Facteur / Factrice d'instruments à vent","B1503","Emploi Blanc","","","","","PRINCIPALE","","B1501","N"
"15051","Facteur / Factrice d'instruments à vent-bois","Facteur / Factrice d'instruments à vent-bois","B1503","Emploi Blanc","","","","","SYNONYME","","B1501","N"
"15052","Facteur / Factrice d'instruments à vent-cuivre","Facteur / Factrice d'instruments à vent-cuivre","B1503","Emploi Blanc","","","","","SYNONYME","","B1501","N"
"15053","Facteur / Factrice d'instruments de musique anciens","Facteur / Factrice d'instruments de musique anciens","B1502","Emploi Blanc","","","","","PRINCIPALE","","B1501","N"
"15054","Facteur / Factrice d'instruments de musique","Facteur / Factrice d'instruments de musique","B1502","Emploi Blanc","","","","","SYNONYME","","B1501","N"
"15055","Facteur / Factrice d'orgues","Facteur / Factrice d'orgues","B1501","Emploi Blanc","","","","","SYNONYME","","B1501","N"
"15056","Facteur-réparateur / Factrice-réparatrice d'instruments de musique","Facteur(trice)-réparateur(trice) d'instruments de musique","B1502","Emploi Blanc","","","","","SYNONYME","","B1501","N"
"15057","Facteur-restaurateur / Factrice-restauratrice d'instruments de musique","Facteur(trice)-restaurateur(trice) d'instruments de musique","B1502","Emploi Blanc","","","","","SYNONYME","","B1501","N"
"15058","Factotum","Factotum","I1203","Emploi Blanc","","","","","SYNONYME","","I1203","N"
"15059","Faïencier-poseur / Faïencière-poseuse","Faïencier-poseur / Faïencière-poseuse","F1608","Emploi Blanc","","","","","SYNONYME","","F1608","N"
"15060","Fakir","Fakir","L1204","Emploi Blanc","","","","","SYNONYME","","L1204","N"
"15061","Fantaisiste","Fantaisiste","L1204","Emploi Blanc","","","","","SYNONYME","","L1204","N"
"15062","Féliniculteur / Félinicultrice (félins)","Féliniculteur / Félinicultrice (félins)","A1408","Emploi Blanc","","","","","SYNONYME","","A1408","N"
"15064","Fendeur / Fendeuse de fond","Fendeur / Fendeuse de fond","F1402","Emploi Brun","","","","","SYNONYME","","F1402","N"
"15065","Fendeur / Fendeuse de granit","Fendeur / Fendeuse de granit","F1402","Emploi Brun","","","","","SYNONYME","","F1402","N"
"15066","Fendeur / Fendeuse de merrains","Fendeur / Fendeuse de merrains","H2211","Emploi stratégique pour la Transition écologique","","","","","SYNONYME","","H2205","N"
"15067","Fendeur / Fendeuse de roches","Fendeur / Fendeuse de roches","F1402","Emploi Brun","","","","","SYNONYME","","F1402","N"
"15068","Fendeur / Fendeuse en ganterie","Fendeur / Fendeuse en ganterie","H2409","Emploi Blanc","","","","","SYNONYME","","H2409","N"
"15069","Fendeur-débiteur / Fendeuse-débiteuse de roches","Fendeur-débiteur / Fendeuse-débiteuse de roches","F1402","Emploi Brun","","","","","SYNONYME","","F1402","N"
"15070","Fendeur-extracteur / Fendeuse-extractrice de roches","Fendeur-extracteur / Fendeuse-extractrice de roches","F1402","Emploi Brun","","","","","SYNONYME","","F1402","N"
"15071","Ferrailleur / Ferrailleuse du BTP","Ferrailleur / Ferrailleuse du BTP","F1701","Emploi stratégique pour la Transition écologique","","","","","SYNONYME","","F1701","N"
"15072","Ferrailleur-attacheur / Ferrailleuse-attacheuse du BTP","Ferrailleur-attacheur / Ferrailleuse-attacheuse du BTP","F1701","Emploi stratégique pour la Transition écologique","","","","","SYNONYME","","F1701","N"
"15073","Ferreur / Ferreuse en chaudronnerie-tôlerie","Ferreur / Ferreuse en chaudronnerie-tôlerie","H2902","Emploi stratégique pour la Transition écologique","","","","","SYNONYME","","H2902","N"
"15074","Ferreur serrurier / Ferreuse serrurière","Ferreur serrurier / Ferreuse serrurière","H2911","Emploi Blanc","","","","","SYNONYME","","H2911","N"
"15075","Ferronnier / Ferronnière d'art","Ferronnier / Ferronnière d'art","B1601","Emploi Blanc","","","","","SYNONYME","","B1601","N"
"15076","Ferronnier / Ferronnière feuillagiste","Ferronnier / Ferronnière feuillagiste","B1601","Emploi Blanc","","","","","SYNONYME","","B1601","N"
"15077","Feutier / Feutière","Feutier / Feutière","K2204","Emploi stratégique pour la Transition écologique","","","","","SYNONYME","","K2204","N"
"15078","Figurant / Figurante","Figurant / Figurante","L1203","Emploi Blanc","","","","","SYNONYME","","L1203","N"
"15079","Fildefériste","Fildefériste","L1204","Emploi Blanc","","","","","SYNONYME","","L1204","N"
"15080","Fileteur / Fileteuse","Fileteur / Fileteuse","D1105","Emploi Blanc","","","","","SYNONYME","","D1105","N"
"15081","Fileur / Fileuse de verre","Fileur / Fileuse de verre","B1602","Emploi Blanc","","","","","SYNONYME","","B1602","N"
"15082","Fileur / Fileuse en broderie","Fileur / Fileuse en broderie","H2425","Emploi Blanc","","","","","SYNONYME","","H2403","N"
"15083","Fileur / Fileuse en fils et fibres de verre","Fileur / Fileuse en fils et fibres de verre","H2801","Emploi Blanc","","","","","SYNONYME","","H2801","N"
"15084","Fileur / Fileuse sur métiers classiques","Fileur / Fileuse sur métiers classiques","H2425","Emploi Blanc","","","","","SYNONYME","","H2403","N"
"15085","Fileur-étireur / Fileuse-étireuse à la main","Fileur-étireur / Fileuse-étireuse à la main","B1302","Emploi Blanc","","","","","SYNONYME","","B1302","N"
"15086","Filiériste en tréfilerie","Filiériste en tréfilerie","H2904","Emploi stratégique pour la Transition écologique","","","","","SYNONYME","","H2904","N"
"15087","Finisseur / Finisseuse d'art","Finisseur / Finisseuse d'art","B1302","Emploi Blanc","","","","","SYNONYME","","B1302","N"
"15088","Finisseur / Finisseuse en industrie des matériaux souples","Finisseur / Finisseuse en industrie des matériaux souples","H2410","Emploi Blanc","","","","","SYNONYME","","H2410","N"
"15089","Finisseur industriel / Finisseuse industrielle de surface","Finisseur industriel / Finisseuse industrielle de surface","H3401","Emploi Blanc","","","","","SYNONYME","","H3401","N"
"15090","Finisseur / Finisseuse de l'industrie du béton","Finisseur / Finisseuse de l'industrie du béton","F1706","Emploi Blanc","","","","","SYNONYME","","F1706","N"
"15091","Finisseur-décorateur / Finisseuse-décoratrice d'objets d'art et artisanaux","Finisseur(se)-décorateur(trice) d'objets d'art et artisanaux","B1302","Emploi Blanc","","","","","SYNONYME","","B1302","N"
"15092","Fiscaliste","Fiscaliste","K1903","Emploi Blanc","","","","O","SYNONYME","","K1903","N"
"15093","Flaconneur / Flaconneuse","Flaconneur / Flaconneuse","B1602","Emploi Blanc","","","","","SYNONYME","","B1602","N"
"15094","Flasheur / Flasheuse","Flasheur / Flasheuse","E1306","Emploi Blanc","","","","","SYNONYME","","E1306","N"
"15095","Fleuriste","Fleuriste","D1209","Emploi stratégique pour la Transition écologique","","","","","PRINCIPALE","","D1209","N"
"15096","Fleuriste en tissu","Fleuriste en tissu","B1804","Emploi Blanc","","","","","SYNONYME","","B1804","N"
"15097","Fleuriste-décorateur floral / Fleuriste-décoratrice florale","Fleuriste-décorateur floral / Fleuriste-décoratrice florale","D1209","Emploi stratégique pour la Transition écologique","","","","","SYNONYME","","D1209","N"
"15098","Floriculteur / Floricultrice","Floriculteur / Floricultrice","A1414","Emploi stratégique pour la Transition écologique","","","","","SYNONYME","","A1414","N"
"15099","Fondeur-couleur / Fondeuse-couleuse en métallurgie","Fondeur-couleur / Fondeuse-couleuse en métallurgie","H2907","Emploi stratégique pour la Transition écologique","","","","","SYNONYME","","H2907","N"
