"code_rome","code_rome_cible","numero_ordre"
"F1502","H2911","7"
"F1502","H2913","8"
"F1502","N1104","9"
"F1503","F1110","1"
"F1503","F1202","3"
"F1503","F1206","2"
"F1503","F1501","9"
"F1503","F1504","4"
"F1503","F1625","5"
"F1503","H2201","6"
"F1503","H2203","8"
"F1503","H2208","7"
"F1503","N1101","10"
"F1504","A1415","5"
"F1504","F1503","1"
"F1504","H2206","3"
"F1504","H2207","9"
"F1504","I1601","2"
"F1504","I1605","6"
"F1504","K2111","7"
"F1504","M1302","8"
"F1504","N3102","4"
"F1505","F1204","3"
"F1505","F1206","10"
"F1505","F1301","4"
"F1505","F1502","1"
"F1505","F1610","9"
"F1505","F1622","2"
"F1505","F1623","8"
"F1505","H2911","6"
"F1505","H2913","7"
"F1505","N1104","5"
"F1601","A1203","9"
"F1601","F1206","6"
"F1601","F1604","1"
"F1601","F1606","2"
"F1601","F1615","3"
"F1601","F1624","4"
"F1601","F1625","5"
"F1601","F1710","8"
"F1601","I1203","7"
"F1601","N1105","10"
"F1602","D1213","10"
"F1602","F1202","6"
"F1602","F1206","5"
"F1602","F1605","1"
"F1602","F1622","4"
"F1602","F1627","2"
"F1602","F1628","3"
"F1602","H2606","9"
"F1602","I1209","7"
"F1602","I1314","8"
"F1603","F1206","5"
"F1603","F1613","7"
"F1603","F1620","1"
"F1603","F1627","4"
"F1603","F1708","9"
"F1603","F1710","10"
"F1603","H2914","6"
"F1603","I1203","8"
"F1603","I1306","2"
"F1603","I1308","3"
"F1603","N1105","11"
"F1604","F1206","5"
"F1604","F1601","1"
"F1604","F1614","2"
"F1604","F1615","3"
"F1604","F1625","4"
"F1604","F1710","7"
"F1604","I1314","6"
"F1604","N1105","9"
"F1604","N4105","8"
"F1605","F1206","10"
"F1605","F1602","4"
"F1605","F1622","1"
"F1605","F1623","2"
"F1605","F1628","3"
"F1605","F1629","5"
"F1605","I1311","6"
"F1605","I1315","7"
"F1605","I1324","9"
"F1605","I1403","8"
"F1606","D1212","10"
"F1606","F1202","6"
"F1606","F1601","5"
"F1606","F1604","2"
"F1606","F1608","1"
"F1606","F1609","4"
"F1606","F1611","3"
"F1606","H3404","7"
"F1606","I1201","8"
"F1606","I1203","9"
"F1607","D1407","10"
"F1607","F1604","1"
"F1607","F1614","2"
"F1607","F1616","3"
"F1607","F1617","4"
"F1607","H2206","6"
"F1607","H2911","5"
"F1607","H2914","9"
"F1607","I1201","8"
"F1607","N1105","7"
"F1608","F1604","4"
"F1608","F1606","6"
"F1608","F1609","1"
"F1608","F1610","2"
"F1608","F1611","5"
"F1608","F1613","7"
"F1608","F1703","3"
"F1608","F1708","8"
"F1608","H3203","10"
"F1608","I1203","9"
"F1609","D1212","8"
"F1609","F1206","6"
"F1609","F1604","1"
"F1609","F1608","2"
"F1609","F1613","3"
"F1609","F1615","4"
"F1609","F1625","5"
"F1609","F1710","10"
"F1609","H2605","9"
"F1609","I1201","7"
"F1610","D1407","8"
"F1610","F1106","4"
"F1610","F1114","3"
"F1610","F1202","6"
"F1610","F1619","1"
"F1610","F1623","2"
"F1610","K2111","9"
"F1610","M1302","7"
"F1610","N1101","5"
"F1611","F1202","5"
"F1611","F1206","4"
"F1611","F1606","1"
"F1611","F1613","2"
"F1611","F1618","3"
"F1611","F1626","9"
"F1611","F1710","10"
"F1611","H3404","8"
"F1611","I1201","7"
"F1611","I1203","6"
"F1612","B1102","6"
"F1612","B1103","7"
"F1612","F1202","2"
"F1612","F1206","3"
"F1612","F1402","5"
"F1612","F1624","4"
"F1612","F1703","1"
"F1612","K2111","10"
"F1612","N1104","9"
"F1612","N4101","8"
"F1613","A1203","10"
"F1613","F1206","5"
"F1613","F1502","6"
"F1613","F1606","4"
"F1613","F1611","1"
"F1613","F1619","3"
"F1613","F1626","2"
"F1613","F1702","7"
"F1613","I1202","8"
"F1613","K2307","9"
"F1614","B1601","5"
"F1614","D1407","9"
"F1614","F1602","3"
"F1614","F1604","1"
"F1614","F1607","2"
"F1614","F1616","4"
"F1614","H2905","10"
"F1614","H2911","7"
"F1614","H2913","8"
"F1614","I1203","6"
"F1615","F1501","5"
"F1615","F1604","6"
"F1615","F1606","8"
"F1615","F1607","1"
"F1615","F1609","4"
"F1615","F1614","7"
"F1615","F1618","3"
"F1615","F1708","2"
"F1615","H2201","9"
"F1615","N1101","10"
"F1616","D1407","9"
"F1616","F1602","4"
"F1616","F1604","1"
"F1616","F1607","6"
"F1616","F1614","3"
"F1616","F1615","2"
"F1616","F1617","5"
"F1616","H2911","7"
"F1616","I1203","8"
"F1616","I1309","10"
"F1617","B1601","8"
"F1617","D1407","9"
"F1617","F1110","6"
"F1617","F1502","5"
"F1617","F1604","1"
"F1617","F1613","7"
"F1617","F1614","4"
"F1617","F1615","2"
"F1617","F1618","3"
"F1617","N4101","10"
"F1618","A1203","9"
"F1618","F1502","6"
"F1618","F1604","5"
"F1618","F1607","1"
"F1618","F1613","2"
"F1618","F1616","3"
"F1618","F1617","4"
"F1618","H2202","8"
"F1618","H2801","7"
"F1618","N1101","10"
"F1619","F1202","6"
"F1619","F1501","2"
"F1619","F1502","1"
"F1619","F1610","5"
"F1619","F1613","4"
"F1619","F1703","3"
"F1619","I1501","9"
"F1619","K2111","10"
"F1619","M1302","7"
"F1619","N1101","8"
"F1620","D1503","7"
"F1620","F1201","1"
"F1620","F1202","2"
"F1620","F1603","3"
"F1620","F1610","4"
"F1620","F1619","5"
"F1620","I1203","6"
"F1620","I1306","9"
"F1620","N4104","8"
"F1621","F1114","1"
"F1621","F1206","4"
"F1621","F1603","3"
"F1621","F1610","6"
"F1621","F1619","5"
"F1621","F1620","7"
"F1621","I1203","9"
"F1621","I1316","2"
"F1621","K2111","8"
"F1622","F1206","1"
"F1622","F1301","8"
"F1622","F1602","2"
"F1622","F1605","9"
"F1622","H2602","3"
"F1622","I1203","7"
"F1622","I1314","4"
"F1622","I1315","5"
"F1622","I1319","6"
"F1623","F1206","10"
"F1623","F1602","1"
"F1623","F1605","2"
"F1623","F1622","3"
"F1623","H2602","9"
"F1623","I1311","5"
"F1623","I1312","4"
"F1623","I1314","6"
"F1623","I1315","7"
"F1623","I1401","8"
"F1624","B1103","3"
"F1624","B1302","8"
"F1624","B1304","9"
"F1624","F1601","1"
"F1624","F1606","5"
"F1624","F1612","2"
"F1624","H2908","6"
"F1624","K2111","4"
"F1624","L1513","7"
"F1625","D1407","9"
"F1625","F1140","10"
"F1625","F1206","4"
"F1625","F1501","2"
"F1625","F1502","3"
"F1625","F1614","1"
"F1625","F1708","6"
"F1625","H2201","5"
"F1625","I1307","7"
"F1625","I1601","8"
"F1626","F1202","5"
"F1626","F1206","4"
"F1626","F1615","1"
"F1626","F1625","2"
"F1626","F1630","3"
"F1626","H2902","6"
"F1626","H3403","7"
"F1626","I1507","8"
"F1626","I1508","9"
"F1626","K2308","10"
"F1627","F1602","9"
"F1627","F1603","8"
"F1627","F1622","6"
"F1627","F1623","2"
"F1627","H2602","10"
"F1627","I1209","4"
"F1627","I1302","5"
"F1627","I1311","3"
"F1627","N4105","7"
"F1627","N4110","1"
"F1628","D1213","9"
"F1628","F1602","1"
"F1628","F1622","2"
"F1628","F1623","3"
"F1628","F1627","4"
"F1628","H2602","8"
"F1628","I1205","5"
"F1628","I1209","6"
"F1628","N4105","7"
"F1629","F1202","4"
"F1629","F1602","1"
"F1629","F1605","2"
"F1629","F1622","5"
"F1629","F1628","6"
"F1629","H2703","10"
"F1629","I1309","7"
"F1629","I1311","8"
"F1629","I1323","3"
"F1629","N4403","9"
"F1630","D1407","10"
"F1630","F1204","5"
"F1630","F1604","6"
"F1630","F1610","4"
"F1630","F1613","2"
"F1630","F1620","3"
"F1630","F1626","1"
"F1630","I1205","7"
"F1630","I1326","9"
"F1630","I1508","8"
"F1701","A1101","10"
"F1701","A1202","8"
"F1701","F1302","5"
"F1701","F1402","6"
"F1701","F1703","2"
"F1701","F1705","1"
"F1701","F1706","3"
"F1701","F1709","4"
"F1701","H2802","9"
"F1701","N1105","7"
"F1702","A1101","10"
"F1702","A1102","9"
"F1702","F1302","3"
"F1702","F1402","6"
"F1702","F1704","2"
"F1702","F1705","1"
"F1702","F1706","5"
"F1702","F1709","4"
"F1702","H2802","7"
"F1702","I1202","8"
"F1703","A1203","9"
"F1703","F1301","8"
"F1703","F1502","7"
"F1703","F1608","1"
"F1703","F1610","5"
"F1703","F1613","3"
"F1703","F1701","2"
"F1703","F1707","4"
"F1703","F1708","6"
"F1703","I1203","10"
"F1704","A1101","10"
"F1704","F1301","7"
"F1704","F1302","3"
"F1704","F1502","6"
"F1704","F1702","1"
"F1704","F1705","2"
"F1704","F1706","4"
"F1704","F1709","5"
"F1704","N1105","8"
"F1704","N4403","9"
"F1705","F1206","2"
"F1705","F1302","1"
"F1705","F1603","5"
"F1705","F1625","4"
"F1705","F1702","3"
"F1705","F1703","6"
"F1705","I1202","7"
"F1705","I1311","8"
"F1705","K2308","9"
"F1705","N1114","10"
"F1706","F1701","2"
"F1706","F1702","3"
"F1706","F1703","4"
"F1706","F1704","1"
"F1706","H2205","8"
"F1706","H2802","5"
"F1706","H2910","6"
"F1706","H3301","9"
"F1706","H3402","7"
"F1706","N1101","10"
"F1706","N1104","11"
"F1707","A1202","7"
"F1707","A1203","6"
"F1707","A1403","12"
"F1707","F1608","3"
"F1707","F1613","2"
"F1707","F1701","4"
"F1707","F1703","5"
"F1707","F1708","1"
"F1707","K2303","8"
"F1707","N1103","11"
"F1707","N1105","9"
"F1707","N4401","10"
"F1708","A1203","7"
"F1708","A1419","8"
"F1708","F1108","5"
"F1708","F1603","6"
"F1708","F1608","2"
"F1708","F1613","1"
"F1708","F1703","4"
"F1708","F1707","3"
"F1708","K1707","9"
"F1708","N1105","11"
"F1708","N4101","10"
"F1709","A1101","9"
"F1709","A1102","8"
"F1709","F1301","5"
"F1709","F1613","4"
"F1709","F1701","6"
"F1709","F1702","2"
"F1709","F1704","3"
"F1709","F1705","1"
"F1709","K2304","7"
"F1709","N1101","10"
"F1710","D1212","8"
"F1710","D1409","10"
"F1710","D1503","9"
"F1710","F1302","1"
"F1710","F1625","2"
"F1710","I1203","7"
"F1710","N1101","4"
"F1710","N1103","5"
"F1710","N1105","3"
"F1710","N1106","6"
"F1711","F1207","10"
"F1711","F1302","5"
"F1711","F1622","6"
"F1711","F1702","2"
"F1711","F1704","1"
"F1711","F1705","3"
"F1711","F1709","4"
"F1711","I1202","7"
"F1711","I1323","8"
"F1711","N1101","9"
"G1101","C1201","2"
"G1101","D1211","5"
"G1101","G1201","6"
"G1101","G1303","8"
"G1101","G1502","9"
"G1101","G1703","7"
"G1101","G1704","3"
"G1101","M1601","1"
"G1101","N2201","4"
"G1102","D1411","5"
"G1102","D1415","9"
"G1102","E1107","10"
"G1102","E1110","7"
"G1102","E1112","6"
"G1102","G1104","2"
"G1102","G1108","1"
"G1102","K1802","4"
"G1102","M1707","3"
"G1102","M1716","8"
"G1103","G1105","1"
"G1103","G1108","2"
"G1103","G1301","3"
"G1103","G1408","7"
"G1103","G1411","9"
"G1103","G1412","10"
"G1103","K1404","5"
"G1103","K1802","6"
"G1103","M1302","4"
"G1103","M1840","8"
"G1104","G1102","1"
"G1104","G1103","2"
"G1104","G1105","3"
"G1104","G1108","4"
"G1104","G1301","5"
"G1104","G1403","6"
"G1104","K1404","7"
"G1104","K1602","8"
"G1104","K1802","9"
"G1105","D1406","6"
"G1105","E1107","7"
"G1105","G1103","1"
"G1105","G1104","2"
"G1105","G1108","3"
"G1105","G1301","4"
"G1105","G1403","5"
"G1105","K1602","8"
"G1105","M1707","9"
"G1106","E1107","5"
"G1106","E1112","4"
"G1106","G1102","3"
"G1106","G1104","2"
"G1106","G1105","9"
"G1106","G1108","7"
"G1106","G1222","1"
"G1106","G1301","8"
"G1106","K1206","10"
"G1106","K1802","6"
"G1107","D1211","9"
"G1107","E1107","7"
"G1107","G1102","2"
"G1107","G1201","3"
"G1107","G1205","1"
"G1107","G1225","4"
"G1107","G1301","5"
"G1107","G1611","6"
"G1107","K2504","8"
"G1107","M1616","10"
"G1108","D1406","3"
"G1108","E1107","4"
"G1108","G1102","5"
"G1108","G1105","1"
"G1108","G1301","2"
"G1108","G1403","6"
"G1108","K1404","7"
"G1108","K1802","8"
"G1108","M1302","10"
"G1108","M1707","9"
"G1201","G1102","4"
"G1201","G1104","9"
"G1201","G1106","10"
"G1201","G1209","3"
"G1201","G1222","6"
"G1201","G1227","1"
"G1201","G1231","2"
"G1201","G1303","5"
"G1201","G1704","8"
"G1201","N2201","7"
"G1202","B1304","8"
"G1202","G1223","1"
"G1202","G1235","2"
"G1202","G1239","4"
"G1202","G1240","7"
"G1202","K1103","5"
"G1202","K1202","9"
"G1202","K1217","3"
"G1202","K1603","6"
"G1203","G1235","9"
"G1203","G1237","1"
"G1203","G1239","6"
"G1203","K1101","8"
"G1203","K1207","4"
"G1203","K1209","3"
"G1203","K1217","2"
"G1203","K1218","5"
"G1203","K2137","10"
"G1203","K2146","7"
"G1204","D1211","11"
"G1204","D1405","9"
"G1204","G1202","1"
"G1204","G1203","2"
"G1204","G1208","3"
"G1204","J1408","10"
"G1204","J1412","6"
"G1204","K1103","8"
"G1204","K1207","13"
"G1204","K2107","5"
"G1204","L1401","4"
"G1204","M1704","7"
"G1204","M1707","12"
"G1205","D1505","1"
"G1205","G1101","2"
"G1205","G1202","6"
"G1205","G1221","8"
"G1205","G1223","3"
"G1205","G1611","7"
"G1205","K2504","9"
"G1205","N4302","4"
"G1205","N4401","5"
"G1206","D1204","6"
"G1206","D1408","8"
"G1206","D1508","9"
"G1206","G1101","3"
"G1206","G1205","2"
"G1206","G1303","5"
"G1206","G1502","4"
"G1206","G1703","1"
"G1206","M1601","10"
"G1206","N4302","7"
"G1207","D1211","11"
"G1207","G1201","4"
"G1207","G1204","3"
"G1207","G1208","2"
"G1207","G1209","1"
"G1207","J1408","9"
"G1207","J1412","10"
"G1207","K1103","7"
"G1207","K2107","6"
"G1207","L1204","8"
"G1207","L1401","5"
"G1208","D1211","8"
"G1208","D1402","6"
"G1208","E1401","5"
"G1208","G1204","1"
"G1208","G1207","2"
"G1208","L1401","7"
"G1208","M1302","3"
"G1208","M1707","4"
"G1209","D1211","9"
"G1209","G1201","5"
"G1209","G1202","2"
"G1209","G1204","1"
"G1209","G1207","4"
"G1209","G1208","3"
"G1209","J1408","10"
"G1209","J1412","7"
"G1209","K1204","6"
"G1209","K1206","8"
"G1210","A1408","11"
"G1210","A1502","5"
"G1210","D1211","9"
"G1210","G1201","4"
"G1210","G1204","3"
"G1210","G1207","2"
"G1210","G1208","1"
"G1210","J1408","7"
"G1210","J1412","13"
"G1210","K1103","8"
"G1210","L1204","12"
"G1210","L1401","6"
"G1210","M1302","10"
"G1211","G1204","1"
"G1211","G1208","2"
"G1211","G1217","3"
"G1211","G1218","4"
"G1211","K1103","7"
"G1211","L1103","6"
"G1211","L1401","9"
"G1211","L1507","5"
"G1211","M1403","8"
"G1212","D1211","5"
"G1212","G1204","1"
"G1212","G1209","3"
"G1212","G1216","2"
"G1212","G1217","4"
"G1212","K1204","6"
"G1212","K1205","7"
"G1212","K1207","9"
"G1212","K1801","8"
"G1213","C1101","7"
"G1213","E1107","3"
"G1213","E1401","5"
"G1213","G1102","1"
"G1213","G1204","2"
"G1213","M1706","6"
"G1213","M1707","4"
"G1214","D1509","6"
"G1214","G1204","5"
"G1214","G1208","4"
"G1214","G1211","3"
"G1214","G1403","2"
"G1214","G1405","1"
"G1214","M1704","7"
"G1215","G1204","1"
"G1215","G1212","4"
"G1215","G1217","3"
"G1215","G1218","2"
"G1215","J1403","6"
"G1215","J1408","5"
"G1215","K1103","8"
"G1215","K1301","7"
"G1216","A1202","7"
"G1216","A1205","8"
"G1216","G1101","3"
"G1216","G1201","2"
"G1216","G1202","1"
"G1216","G1209","4"
"G1216","G1212","5"
"G1216","G1303","6"
"G1216","H1303","9"
"G1217","D1211","8"
"G1217","D1403","7"
"G1217","G1204","1"
"G1217","G1208","2"
"G1217","G1209","3"
"G1217","G1216","4"
"G1217","G1218","5"
"G1217","K1103","9"
"G1217","K2111","6"
"G1218","G1204","4"
"G1218","G1208","3"
"G1218","G1211","2"
"G1218","G1213","1"
"G1218","G1217","5"
"G1218","J1403","6"
"G1218","K1103","8"
"G1218","L1401","7"
"G1219","E1103","7"
"G1219","E1112","6"
"G1219","G1204","4"
"G1219","G1233","8"
"G1219","K1103","5"
"G1219","L1303","3"
"G1219","M1501","1"
"G1219","M1503","2"
"G1219","M1610","9"
"G1220","G1204","1"
"G1220","G1212","9"
"G1220","G1217","3"
"G1220","J1403","6"
"G1220","K1103","4"
"G1220","K1104","7"
"G1220","K1207","8"
"G1220","K1801","2"
"G1220","K2113","5"
"G1221","E1107","9"
"G1221","E1112","8"
"G1221","G1105","3"
"G1221","G1108","6"
"G1221","G1403","1"
"G1221","G1408","7"
"G1221","I1105","5"
"G1221","M1707","2"
"G1221","N1301","4"
"G1222","E1106","7"
"G1222","E1112","8"
"G1222","G1104","3"
"G1222","G1106","6"
"G1222","G1108","5"
"G1222","G1301","4"
"G1222","K1602","1"
"G1222","K1802","10"
"G1222","K2107","2"
"G1222","L1103","9"
"G1223","D1401","7"
"G1223","E1107","8"
"G1223","G1102","9"
"G1223","G1201","6"
"G1223","G1203","4"
"G1223","G1209","1"
"G1223","G1212","3"
"G1223","G1303","5"
"G1223","M1601","2"
"G1224","D1211","6"
"G1224","G1203","7"
"G1224","G1204","5"
"G1224","G1209","8"
"G1224","G1212","1"
"G1224","G1213","9"
"G1224","G1215","2"
"G1224","G1218","3"
"G1224","G1226","4"
"G1225","D1221","7"
"G1225","D1505","5"
"G1225","G1101","1"
"G1225","G1502","2"
"G1225","G1603","6"
"G1225","G1703","3"
"G1225","M1601","4"
"G1225","N4302","8"
"G1226","G1211","3"
"G1226","G1213","2"
"G1226","G1217","8"
"G1226","G1218","1"
"G1226","G1219","4"
"G1226","G1405","6"
"G1226","G1406","5"
"G1226","H1308","7"
"G1226","K2111","10"
"G1226","M1506","9"
"G1227","E1108","7"
"G1227","G1102","2"
"G1227","G1104","3"
"G1227","G1106","5"
"G1227","G1108","4"
"G1227","G1222","1"
"G1227","G1706","10"
"G1227","K2101","6"
"G1227","K2111","8"
"G1227","N2205","9"
"G1228","A1205","5"
"G1228","G1102","1"
"G1228","G1201","2"
"G1228","G1204","7"
"G1228","G1209","3"
"G1228","G1218","4"
"G1228","G1232","9"
"G1228","I1506","8"
"G1228","L1401","6"
"G1229","A1202","5"
"G1229","A1415","9"
"G1229","D1401","6"
"G1229","G1201","1"
"G1229","G1202","2"
"G1229","G1209","3"
"G1229","G1216","10"
"G1229","G1231","4"
"G1229","H1308","8"
"G1229","N4302","7"
"G1230","A1202","7"
"G1230","A1205","8"
"G1230","G1101","3"
"G1230","G1201","1"
"G1230","G1209","2"
"G1230","G1210","9"
"G1230","G1216","4"
"G1230","G1222","5"
"G1230","G1231","6"
"G1230","N4117","10"
"G1231","A1205","7"
"G1231","G1102","1"
"G1231","G1202","2"
"G1231","G1216","10"
"G1231","G1222","3"
"G1231","G1303","4"
"G1231","K1602","8"
"G1231","K1802","5"
"G1231","K2111","6"
"G1231","M1601","9"
"G1232","A1209","3"
"G1232","F1616","5"
"G1232","F1619","4"
"G1232","G1101","6"
"G1232","G1201","10"
"G1232","G1202","7"
"G1232","G1205","8"
"G1232","G1209","9"
"G1232","G1228","2"
"G1232","I1501","1"
"G1233","D1222","5"
"G1233","K1103","1"
"G1233","K1104","2"
"G1233","K1105","8"
"G1233","K2109","4"
"G1233","K2111","9"
"G1233","K2112","3"
"G1233","M1501","6"
"G1233","M1505","7"
"G1234","A1205","7"
"G1234","A1426","8"
"G1234","G1101","1"
"G1234","G1202","2"
"G1234","G1209","3"
"G1234","G1212","4"
"G1234","G1216","5"
"G1234","G1228","6"
"G1234","M1601","9"
"G1234","M1610","10"
"G1235","G1201","10"
"G1235","G1203","1"
"G1235","G1212","8"
"G1235","G1237","2"
"G1235","G1239","4"
"G1235","K1202","7"
"G1235","K1207","6"
"G1235","K1217","3"
"G1235","K1226","9"
"G1235","K2146","5"
"G1236","G1209","4"
"G1236","G1217","9"
"G1236","G1237","2"
"G1236","G1239","3"
"G1236","K1202","6"
"G1236","K1216","8"
"G1236","K1217","1"
"G1236","K2146","5"
"G1236","M1506","7"
"G1237","G1239","9"
"G1237","G1241","8"
"G1237","K1202","10"
"G1237","K1204","5"
"G1237","K1209","7"
"G1237","K1218","6"
"G1237","K1219","2"
"G1237","K1413","4"
"G1237","K2118","1"
"G1237","K2148","3"
"G1238","E1104","2"
"G1238","E1110","8"
"G1238","E1206","6"
"G1238","G1239","4"
"G1238","K1203","9"
"G1238","K2111","1"
"G1238","K2142","7"
"G1238","M1305","3"
"G1238","M1837","5"
"G1239","E1107","7"
"G1239","G1237","3"
"G1239","K1206","4"
"G1239","K1209","5"
"G1239","K1216","1"
"G1239","K1218","2"
"G1239","K1219","6"
"G1239","K1808","8"
"G1239","M1506","9"
"G1240","A1306","4"
"G1240","A1313","3"
"G1240","G1202","1"
"G1240","G1239","10"
"G1240","H1303","8"
"G1240","H1308","7"
"G1240","K1209","5"
"G1240","K1217","2"
"G1240","K1226","9"
"G1240","K1404","6"
"G1241","G1237","8"
"G1241","G1408","7"
"G1241","K1204","4"
"G1241","K1209","5"
"G1241","K1218","3"
"G1241","K1219","1"
"G1241","K1413","6"
"G1241","K2115","10"
"G1241","K2146","9"
"G1241","K2148","2"
"G1242","E1106","9"
"G1242","E1119","3"
"G1242","G1106","4"
"G1242","G1203","7"
"G1242","G1222","6"
"G1242","G1239","8"
"G1242","G1240","1"
"G1242","H1207","2"
"G1242","K2142","5"
"G1301","E1107","6"
"G1301","E1113","10"
"G1301","G1102","4"
"G1301","G1302","8"
"G1301","G1307","1"
"G1301","G1308","2"
"G1301","G1408","5"
"G1301","M1706","7"
"G1301","M1718","9"
"G1301","M1823","3"
"G1302","C1101","3"
"G1302","D1406","5"
"G1302","D1407","9"
"G1302","D1504","4"
"G1302","D1510","10"
"G1302","G1301","1"
"G1302","M1102","8"
"G1302","M1703","7"
"G1302","M1706","6"
"G1302","M1707","2"
"G1303","C1504","9"
"G1303","D1430","8"
"G1303","E1117","4"
"G1303","G1102","6"
"G1303","G1104","5"
"G1303","G1301","2"
"G1303","G1304","1"
"G1303","G1308","3"
"G1303","M1706","7"
"G1304","D1238","9"
"G1304","D1402","6"
"G1304","E1107","8"
"G1304","E1112","10"
"G1304","G1102","3"
"G1304","G1104","2"
"G1304","G1307","1"
"G1304","G1308","5"
"G1304","G1403","4"
"G1304","M1706","7"
"G1305","D1409","7"
"G1305","D1417","8"
"G1305","E1107","9"
"G1305","G1104","1"
"G1305","G1301","6"
"G1305","G1303","3"
"G1305","G1304","4"
"G1305","G1308","2"
"G1305","G1704","5"
"G1305","M1703","10"
"G1306","C1201","8"
"G1306","C1401","6"
"G1306","D1401","9"
"G1306","G1101","7"
"G1306","G1102","5"
"G1306","G1303","1"
"G1306","G1304","2"
"G1306","G1307","3"
"G1306","G1704","10"
"G1306","M1706","4"
"G1307","D1234","9"
"G1307","D1402","7"
"G1307","E1107","5"
"G1307","G1104","8"
"G1307","G1302","10"
"G1307","G1304","1"
"G1307","G1308","3"
"G1307","M1705","4"
"G1307","M1706","6"
"G1307","M1707","2"
"G1308","G1102","3"
"G1308","G1104","2"
"G1308","G1301","1"
"G1308","G1307","6"
"G1308","G1402","7"
"G1308","G1403","4"
"G1308","G1408","5"
"G1308","M1703","8"
"G1308","M1707","9"
"G1308","M1718","10"
"G1401","D1301","5"
"G1401","D1415","6"
"G1401","G1301","3"
"G1401","G1402","1"
"G1401","G1403","2"
"G1401","G1411","4"
"G1401","K1802","10"
"G1401","K2111","9"
"G1401","M1101","7"
"G1401","M1704","8"
"G1402","D1406","2"
"G1402","D1510","5"
"G1402","G1403","1"
"G1402","K1802","10"
"G1402","M1102","3"
"G1402","M1205","7"
"G1402","M1302","8"
"G1402","M1502","9"
"G1402","M1701","4"
"G1402","M1707","6"
"G1403","D1504","5"
"G1403","D1509","8"
"G1403","G1401","3"
"G1403","G1402","1"
"G1403","G1404","2"
"G1403","M1302","4"
"G1403","M1704","9"
"G1403","N1302","7"
"G1403","N4201","6"
"G1404","D1502","7"
"G1404","D1503","15"
"G1404","D1504","8"
"G1404","D1509","12"
"G1404","G1401","4"
"G1404","G1402","1"
"G1404","G1403","2"
"G1404","G1601","3"
"G1404","G1802","5"
"G1404","K1403","6"
"G1404","K2111","11"
"G1404","M1102","9"
"G1404","M1302","16"
"G1404","M1701","13"
"G1404","M1706","10"
"G1404","N1301","14"
"G1405","D1406","3"
"G1405","D1504","9"
"G1405","E1107","2"
"G1405","E1401","4"
"G1405","G1102","1"
"G1405","K1403","5"
"G1405","M1102","6"
"G1405","M1302","7"
"G1405","M1706","8"
"G1406","C1108","6"
"G1406","G1405","4"
"G1406","G1408","3"
"G1406","G1412","1"
"G1406","I1105","7"
"G1406","K2114","8"
"G1406","K2502","9"
"G1406","M1302","5"
"G1406","M1610","2"
"G1407","D1301","6"
"G1407","D1502","7"
"G1407","G1402","8"
"G1407","G1404","1"
"G1407","G1503","10"
"G1407","G1802","9"
"G1407","K2111","5"
"G1407","M1101","2"
"G1407","N1302","4"
"G1407","N1303","3"
"G1408","E1107","7"
"G1408","G1102","6"
"G1408","G1410","2"
"G1408","G1411","1"
"G1408","G1414","3"
"G1408","K1409","5"
"G1408","M1302","4"
"G1408","M1705","8"
"G1408","N1301","9"
"G1409","D1301","2"
"G1409","D1502","3"
"G1409","G1407","6"
"G1409","G1413","8"
